CustomerID,Passport,NumberOfTrips,CityTier,NumberOfFollowups,DurationOfPitch,MonthlyIncome,Occupation,PreferredPropertyStar,OwnCar,Designation,TypeofContact,NumberOfPersonVisiting,ProductPitched,Age,MaritalStatus,DeviceUsed,Gender,PitchSatisfactionScore,ProductTaken,NumberOfChildrenVisiting
200061,No,2.0,Tier 1 City,3.0,35.0,17406.0,Salaried,3.0,Yes,Manager,Company Invited,2,Deluxe,38.0,Single,Desktop,Female,3,No,0.0
200062,Yes,6.0,Tier 1 City,4.0,13.0,33740.0,Small Business,3.0,Yes,VP,Self Enquiry,2,King,50.0,Married,Desktop,Female,4,No,1.0
200063,No,1.0,Tier 3 City,3.0,31.0,22637.0,Salaried,5.0,Yes,Senior Manager,Self Enquiry,2,Standard,59.0,Unmarried,Mobile,Female,3,No,0.0
200064,No,2.0,Tier 1 City,3.0,14.0,25096.0,Large Business,3.0,Yes,Senior Manager,Self Enquiry,2,Standard,36.0,Married,Desktop,Female,4,No,1.0
200065,Yes,3.0,Tier 1 City,3.0,14.0,29756.0,Small Business,3.0,No,AVP,Self Enquiry,2,Super Deluxe,55.0,Married,Desktop,Female,3,No,1.0
200066,No,2.0,Tier 1 City,4.0,17.0,21499.0,Salaried,4.0,Yes,Manager,Company Invited,3,Deluxe,36.0,Unmarried,Desktop,Male,4,No,1.0
200067,No,3.0,Tier 1 City,3.0,13.0,24724.0,Salaried,5.0,Yes,Senior Manager,Self Enquiry,2,Standard,45.0,Married,Desktop,Male,3,No,1.0
200068,No,5.0,Tier 1 City,3.0,6.0,17194.0,Small Business,5.0,No,Executive,Company Invited,3,Basic,35.0,Divorced,Desktop,Male,2,No,1.0
200069,Yes,1.0,Tier 1 City,4.0,15.0,18388.0,Small Business,3.0,No,Executive,Self Enquiry,3,Basic,,Divorced,Desktop,Male,2,Yes,1.0
200070,No,1.0,Tier 3 City,4.0,6.0,20473.0,Salaried,3.0,Yes,Manager,Company Invited,2,Deluxe,59.0,Single,Mobile,Female,5,No,1.0
200071,No,1.0,Tier 1 City,3.0,8.0,17703.0,Salaried,4.0,No,Executive,Self Enquiry,3,Basic,29.0,Divorced,Desktop,Male,4,No,0.0
200072,No,2.0,Tier 1 City,3.0,6.0,17501.0,Small Business,4.0,No,Executive,Self Enquiry,2,Basic,31.0,Single,Desktop,Male,3,No,0.0
200073,No,2.0,Tier 1 City,3.0,6.0,21220.0,Salaried,4.0,No,Manager,Self Enquiry,3,Deluxe,32.0,Divorced,Desktop,Male,3,No,0.0
200074,No,4.0,Tier 1 City,2.0,12.0,18038.0,Salaried,3.0,No,Manager,Self Enquiry,2,Deluxe,36.0,Divorced,Desktop,Female,2,No,0.0
200075,No,2.0,Tier 1 City,3.0,,,Salaried,3.0,No,Manager,Self Enquiry,3,Deluxe,31.0,Single,Desktop,Female,5,No,1.0
200076,No,1.0,Tier 3 City,4.0,,,Small Business,5.0,No,Manager,Self Enquiry,2,Deluxe,35.0,Single,Mobile,Male,2,No,1.0
200077,Yes,5.0,Tier 1 City,3.0,12.0,28245.0,Salaried,5.0,No,Senior Manager,Self Enquiry,2,Standard,45.0,Divorced,Desktop,Male,3,No,0.0
200078,No,5.0,Tier 1 City,3.0,13.0,28664.0,Small Business,3.0,No,Senior Manager,Self Enquiry,1,Standard,37.0,Single,Desktop,Male,2,No,0.0
200079,Yes,1.0,Tier 2 City,,11.0,20021.0,Small Business,4.0,No,Manager,Self Enquiry,3,Deluxe,46.0,Married,Mobile,Male,5,No,1.0
200080,Yes,2.0,Tier 1 City,4.0,6.0,20126.0,Salaried,3.0,Yes,Manager,Self Enquiry,2,Deluxe,30.0,Divorced,Desktop,Male,2,No,1.0
200081,No,2.0,Tier 1 City,4.0,6.0,17859.0,Small Business,3.0,Yes,Executive,Self Enquiry,1,Basic,35.0,Single,Desktop,Male,4,No,0.0
200082,No,4.0,Tier 3 City,3.0,6.0,25239.0,Salaried,3.0,No,Senior Manager,Self Enquiry,3,Standard,55.0,Divorced,Mobile,Male,2,No,1.0
200083,Yes,1.0,Tier 1 City,5.0,12.0,20329.0,Small Business,3.0,No,Manager,Company Invited,3,Deluxe,38.0,Married,Desktop,Female,2,No,2.0
200084,No,2.0,Tier 1 City,3.0,,,Small Business,4.0,No,Manager,Self Enquiry,3,Deluxe,34.0,Divorced,Desktop,Male,5,No,0.0
200085,No,5.0,Tier 1 City,5.0,13.0,22260.0,Salaried,3.0,No,Senior Manager,Self Enquiry,2,Standard,56.0,Unmarried,Desktop,Male,2,No,0.0
200086,No,4.0,Tier 3 City,3.0,8.0,17322.0,Large Business,5.0,Yes,Executive,Self Enquiry,3,Basic,23.0,Married,Mobile,Male,3,No,1.0
200087,No,4.0,Tier 1 City,3.0,15.0,17075.0,Salaried,3.0,Yes,Executive,Self Enquiry,3,Basic,51.0,Divorced,Desktop,Male,3,No,0.0
200088,No,2.0,Tier 1 City,4.0,8.0,,Salaried,3.0,Yes,Manager,Self Enquiry,2,Deluxe,,Divorced,Desktop,Male,4,No,0.0
200089,No,2.0,Tier 3 City,4.0,15.0,24619.0,Small Business,3.0,No,Senior Manager,Self Enquiry,3,Standard,46.0,Unmarried,Mobile,Male,5,Yes,1.0
200090,No,2.0,Tier 1 City,4.0,6.0,28503.0,Salaried,4.0,Yes,AVP,Company Invited,3,Super Deluxe,40.0,Divorced,Desktop,Male,2,No,2.0
200091,Yes,1.0,Tier 3 City,3.0,27.0,20441.0,Small Business,3.0,Yes,Manager,Self Enquiry,3,Deluxe,51.0,Single,Mobile,Male,5,No,1.0
200092,Yes,2.0,Tier 3 City,4.0,10.0,20209.0,Small Business,4.0,Yes,Manager,Self Enquiry,3,Deluxe,30.0,Married,Mobile,Female,3,No,1.0
200093,Yes,3.0,Tier 1 City,4.0,6.0,25673.0,Small Business,5.0,Yes,Senior Manager,Company Invited,2,Standard,46.0,Divorced,Desktop,Male,2,No,1.0
200094,No,2.0,Tier 3 City,,12.0,20010.0,Small Business,3.0,Yes,Manager,Self Enquiry,2,Deluxe,32.0,Single,Mobile,Male,5,No,0.0
200095,No,1.0,Tier 1 City,3.0,8.0,28549.0,Large Business,3.0,Yes,Senior Manager,Self Enquiry,2,Standard,54.0,Divorced,Desktop,Female,4,No,0.0
200096,No,1.0,Tier 3 City,,9.0,19999.0,Salaried,3.0,Yes,Manager,Self Enquiry,2,Deluxe,24.0,Divorced,Mobile,Female,4,No,0.0
200097,No,2.0,Tier 3 City,3.0,10.0,,Small Business,3.0,Yes,Manager,Company Invited,2,Deluxe,,Divorced,Mobile,Male,2,No,0.0
200098,No,1.0,Tier 3 City,3.0,16.0,28872.0,Small Business,3.0,Yes,AVP,Self Enquiry,2,Super Deluxe,58.0,Single,Mobile,Male,3,No,1.0
200099,No,5.0,Tier 1 City,3.0,29.0,17042.0,Small Business,4.0,Yes,Manager,Company Invited,3,Deluxe,44.0,Divorced,Desktop,Male,3,No,0.0
200100,Yes,5.0,Tier 2 City,3.0,12.0,17073.0,Salaried,5.0,Yes,Executive,Self Enquiry,3,Basic,37.0,Married,Mobile,Male,2,Yes,0.0
200101,No,2.0,Tier 1 City,3.0,6.0,17956.0,Salaried,5.0,No,Executive,Self Enquiry,3,Basic,32.0,Single,Desktop,Male,2,No,2.0
200102,Yes,2.0,Tier 1 City,4.0,12.0,17926.0,Salaried,3.0,Yes,Executive,Company Invited,3,Basic,20.0,Single,Desktop,Female,2,Yes,1.0
200103,No,2.0,Tier 1 City,3.0,,19809.0,Salaried,3.0,Yes,Manager,Self Enquiry,2,Deluxe,34.0,Single,Desktop,Female,3,No,0.0
200104,No,6.0,Tier 1 City,4.0,8.0,20163.0,Salaried,3.0,No,Manager,Company Invited,3,Deluxe,37.0,Married,Desktop,Male,2,No,1.0
200105,No,1.0,Tier 2 City,4.0,8.0,33844.0,Salaried,3.0,Yes,VP,Company Invited,2,King,59.0,Divorced,Mobile,Female,2,No,1.0
200106,Yes,4.0,Tier 1 City,3.0,6.0,33172.0,Salaried,4.0,No,VP,Company Invited,3,King,50.0,Divorced,Desktop,Female,2,No,2.0
200107,Yes,2.0,Tier 3 City,4.0,11.0,20744.0,Small Business,3.0,Yes,Manager,Self Enquiry,2,Deluxe,25.0,Single,Mobile,Male,3,Yes,0.0
200108,No,2.0,Tier 1 City,4.0,13.0,17889.0,Small Business,3.0,Yes,Executive,Self Enquiry,3,Basic,25.0,Divorced,Desktop,Male,2,No,2.0
200109,No,2.0,Tier 1 City,3.0,21.0,17871.0,Small Business,3.0,Yes,Executive,Self Enquiry,2,Basic,22.0,Single,Desktop,Female,2,No,1.0
200110,No,4.0,Tier 1 City,4.0,6.0,22484.0,Small Business,5.0,Yes,Senior Manager,Company Invited,1,Standard,51.0,Unmarried,Desktop,Female,2,No,0.0
200111,Yes,2.0,Tier 1 City,5.0,13.0,21074.0,Salaried,3.0,Yes,Manager,Company Invited,3,Deluxe,34.0,Single,Desktop,Male,5,Yes,1.0
200112,Yes,3.0,Tier 2 City,2.0,32.0,32328.0,Salaried,3.0,Yes,AVP,Company Invited,1,Super Deluxe,54.0,Single,Mobile,Female,3,No,0.0
200113,No,1.0,Tier 1 City,3.0,24.0,17774.0,Salaried,3.0,Yes,Executive,Self Enquiry,2,Basic,24.0,Divorced,Desktop,Male,4,No,0.0
200114,No,7.0,Tier 1 City,4.0,,19505.0,Salaried,4.0,No,Manager,Self Enquiry,2,Deluxe,34.0,Married,Desktop,Female,3,No,1.0
200115,No,3.0,Tier 3 City,3.0,9.0,22428.0,Salaried,3.0,No,Senior Manager,Self Enquiry,2,Standard,37.0,Unmarried,Mobile,Male,3,No,0.0
200116,No,3.0,Tier 1 City,4.0,11.0,26631.0,Small Business,5.0,No,Senior Manager,Self Enquiry,2,Standard,34.0,Unmarried,Desktop,,2,No,0.0
200117,No,1.0,Tier 3 City,3.0,17.0,24738.0,Large Business,3.0,No,Senior Manager,Company Invited,3,Standard,36.0,Divorced,Mobile,Female,5,No,0.0
200118,No,6.0,Tier 1 City,3.0,9.0,17835.0,Salaried,3.0,Yes,Executive,Self Enquiry,2,Basic,36.0,Married,Desktop,Female,2,No,0.0
200119,Yes,2.0,Tier 3 City,3.0,32.0,31959.0,Salaried,3.0,No,AVP,Company Invited,3,Super Deluxe,43.0,Divorced,Mobile,Male,2,No,0.0
200120,No,2.0,Tier 1 City,5.0,29.0,17613.0,Salaried,3.0,Yes,Executive,Company Invited,3,Basic,30.0,Married,Desktop,Male,3,No,2.0
200121,No,1.0,Tier 3 City,3.0,28.0,21146.0,Small Business,4.0,No,Manager,Company Invited,3,Deluxe,33.0,Divorced,Mobile,Male,2,No,1.0
200122,Yes,1.0,Tier 1 City,,20.0,19963.0,Salaried,4.0,Yes,Executive,Self Enquiry,3,Basic,56.0,Divorced,Desktop,Female,5,Yes,1.0
200123,No,1.0,Tier 1 City,3.0,12.0,34537.0,Salaried,3.0,Yes,VP,Self Enquiry,2,King,51.0,Single,Desktop,Male,5,No,0.0
200124,Yes,5.0,Tier 3 City,5.0,12.0,21172.0,Salaried,3.0,Yes,Manager,Self Enquiry,3,Deluxe,31.0,Divorced,Mobile,Male,3,Yes,1.0
200125,No,2.0,Tier 1 City,4.0,12.0,17368.0,Salaried,4.0,Yes,Executive,Self Enquiry,2,Basic,26.0,Divorced,Desktop,Female,3,No,0.0
200126,No,2.0,Tier 1 City,3.0,29.0,25312.0,Small Business,3.0,Yes,Senior Manager,Self Enquiry,3,Standard,58.0,Divorced,Desktop,Female,3,Yes,0.0
200127,Yes,2.0,Tier 3 City,3.0,28.0,16675.0,Small Business,3.0,No,Executive,Self Enquiry,2,Basic,19.0,Single,Mobile,Male,2,Yes,1.0
200128,No,1.0,Tier 1 City,3.0,8.0,17523.0,Large Business,3.0,Yes,Executive,Self Enquiry,3,Basic,22.0,Divorced,Desktop,Male,5,No,2.0
200129,No,2.0,Tier 1 City,3.0,26.0,21567.0,Small Business,5.0,Yes,Manager,Self Enquiry,3,Deluxe,49.0,Divorced,Desktop,Female,2,No,2.0
200130,No,5.0,Tier 1 City,2.0,,19739.0,Small Business,3.0,No,Executive,Company Invited,3,Basic,43.0,Single,Desktop,Female,3,No,2.0
200131,No,5.0,Tier 3 City,3.0,18.0,24208.0,Small Business,3.0,No,Senior Manager,Company Invited,3,Standard,50.0,Unmarried,Mobile,,5,No,0.0
200132,Yes,4.0,Tier 3 City,5.0,,19559.0,Salaried,3.0,Yes,Manager,Self Enquiry,3,Deluxe,31.0,Divorced,Mobile,Female,3,Yes,0.0
200133,Yes,4.0,Tier 3 City,3.0,15.0,23189.0,Salaried,3.0,No,Senior Manager,Self Enquiry,3,Standard,41.0,Married,Mobile,Male,2,No,1.0
200134,No,2.0,Tier 2 City,3.0,31.0,17942.0,Salaried,3.0,Yes,Executive,Self Enquiry,3,Basic,26.0,Divorced,Mobile,Female,4,No,0.0
200135,No,7.0,Tier 1 City,,12.0,19941.0,Small Business,4.0,Yes,Manager,Self Enquiry,2,Deluxe,36.0,Married,Desktop,Male,4,No,1.0
200136,No,3.0,Tier 1 City,5.0,14.0,25650.0,Salaried,3.0,No,Senior Manager,Company Invited,2,Standard,51.0,Unmarried,Desktop,Male,2,Yes,1.0
200137,No,5.0,Tier 3 City,4.0,10.0,20902.0,Salaried,3.0,Yes,Manager,Self Enquiry,2,Deluxe,39.0,Divorced,Mobile,Female,5,No,0.0
200138,No,3.0,Tier 3 City,4.0,34.0,23639.0,Salaried,3.0,No,Manager,Self Enquiry,2,Deluxe,25.0,Divorced,Mobile,Male,4,No,0.0
200139,Yes,1.0,Tier 2 City,3.0,15.0,21347.0,Salaried,3.0,Yes,Manager,Self Enquiry,2,Deluxe,30.0,Divorced,Mobile,Male,3,No,1.0
200140,No,1.0,Tier 1 City,3.0,15.0,,Small Business,5.0,Yes,Executive,Self Enquiry,2,Basic,,Single,Desktop,Female,4,Yes,1.0
200141,No,6.0,Tier 1 City,3.0,35.0,18452.0,Small Business,3.0,Yes,Executive,Self Enquiry,2,Basic,,Single,Desktop,Male,2,No,0.0
200142,Yes,4.0,Tier 1 City,3.0,9.0,1000.0,Large Business,3.0,No,Manager,Self Enquiry,2,Deluxe,38.0,Single,Desktop,Female,5,No,0.0
200143,No,2.0,Tier 1 City,3.0,24.0,17632.0,Salaried,3.0,Yes,Executive,Self Enquiry,3,Basic,30.0,Single,Desktop,Female,2,No,0.0
200144,No,1.0,Tier 3 City,5.0,,19668.0,Small Business,3.0,No,Manager,Company Invited,2,Deluxe,32.0,Married,Mobile,Male,2,No,1.0
200145,No,6.0,Tier 1 City,3.0,11.0,18204.0,Large Business,5.0,Yes,Executive,Self Enquiry,2,Basic,30.0,Married,Desktop,Female,5,No,1.0
200146,No,1.0,Tier 1 City,4.0,8.0,17720.0,Small Business,3.0,No,Executive,Self Enquiry,2,Basic,30.0,Single,Desktop,Male,4,No,0.0
200147,No,5.0,Tier 1 City,4.0,16.0,32181.0,Salaried,5.0,Yes,AVP,Company Invited,3,Super Deluxe,41.0,Married,Desktop,Male,2,No,0.0
200148,No,3.0,Tier 1 City,3.0,15.0,17238.0,Salaried,5.0,No,Executive,Self Enquiry,3,Basic,41.0,Divorced,Desktop,Male,2,No,2.0
200149,No,2.0,Tier 1 City,3.0,9.0,16483.0,Small Business,4.0,Yes,Executive,Self Enquiry,3,Basic,19.0,Single,Desktop,Female,3,No,2.0
200150,No,2.0,Tier 1 City,3.0,32.0,20605.0,Small Business,4.0,Yes,Manager,Company Invited,2,Deluxe,40.0,Married,Desktop,Female,2,No,0.0
200151,No,2.0,Tier 3 City,3.0,6.0,22295.0,Small Business,4.0,Yes,Senior Manager,Self Enquiry,3,Standard,35.0,Divorced,Mobile,Male,4,No,2.0
200152,Yes,3.0,Tier 3 City,3.0,12.0,17306.0,Small Business,3.0,No,Manager,Self Enquiry,2,Deluxe,53.0,Divorced,Mobile,Male,5,No,0.0
200153,No,1.0,Tier 1 City,3.0,15.0,17348.0,Salaried,4.0,Yes,Manager,Self Enquiry,2,Deluxe,45.0,Married,Desktop,Male,4,No,0.0
200154,No,2.0,Tier 3 City,3.0,14.0,23998.0,Small Business,3.0,Yes,Senior Manager,Company Invited,2,Standard,32.0,Unmarried,Mobile,,4,No,1.0
200155,No,2.0,Tier 1 City,3.0,,,Large Business,3.0,No,Manager,Company Invited,2,Deluxe,29.0,Divorced,Desktop,Male,3,No,1.0
200156,No,3.0,Tier 1 City,4.0,13.0,21132.0,Small Business,3.0,Yes,Manager,Self Enquiry,2,Deluxe,51.0,Divorced,Desktop,Male,3,No,1.0
200157,Yes,5.0,Tier 1 City,4.0,15.0,18346.0,Small Business,4.0,Yes,Executive,Self Enquiry,3,Basic,58.0,Divorced,Desktop,Female,2,No,0.0
200158,No,1.0,Tier 3 City,4.0,10.0,25855.0,Small Business,3.0,Yes,Senior Manager,Self Enquiry,3,Standard,40.0,Divorced,Mobile,Male,2,No,0.0
200159,No,7.0,Tier 3 City,3.0,8.0,17231.0,Small Business,3.0,Yes,Executive,Company Invited,3,Basic,34.0,Divorced,Mobile,Female,5,No,2.0
